,year,country,5G,Cable Terrestrial,Commercial partnership,Data centre,Facial recognition,Investment or joint venture,Investor,Manufacturing facility,MoU-agreement,Overseas Office,R&D lab,Research partnership,Satellite calibration centre,Smart cities,Subsidiary,Surveillance equipment,Telecommunications or ICT,Training,Artificial Intelligence,Biotech,Chinese state loan,Surveillance,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2smgovfilcap,v2smgovfilcap_ord,v2smgovfilprc,v2smgovfilprc_ord,v2smgovshutcap,v2smgovshutcap_ord,v2smgovshut,v2smgovsm_ord,v2smgovsmmon,v2smgovsmmon_ord,v2smgovsmcenprc,v2smgovsmcenprc_ord,v2smarrest,v2smarrest_ord,e_fh_cl,e_fh_pr,e_fh_rol,e_wbgi_cce,e_wbgi_gee,e_wbgi_pve,e_autoc,e_democ,e_p_polity,e_gdp,force_count,peaceful_count,intervention_count
606,2014,KZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.114,0.077,1.251,3.0,-1.412,1.0,1.312,4.0,-1.412,2.0,-1.476,1.0,-1.544,2.0,-0.952,1.0,5.0,6.0,4.0,-0.825,-0.075,0.036,6.0,0.0,-6.0,40622.095,0.0,0.0,0.0
607,2014,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.08,0.099,-1.965,1.0,-0.788,2.0,-1.442,1.0,0.588,4.0,-1.157,1.0,-1.105,2.0,-1.707,1.0,6.0,7.0,2.0,-0.853,-0.409,0.499,7.0,0.0,-7.0,3566.675,0.0,1.0,0.0
608,2014,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.307,0.283,1.284,3.0,0.304,3.0,0.746,4.0,-0.259,3.0,-0.704,2.0,-0.705,3.0,-0.575,1.0,4.0,5.0,5.0,-1.042,-0.249,-1.698,0.0,6.0,6.0,7704.66,0.0,0.0,0.0
609,2014,LK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.272,0.25,1.461,3.0,-1.217,2.0,0.004,3.0,1.173,4.0,0.354,3.0,-0.335,3.0,-0.45,1.0,5.0,5.0,5.0,-0.345,0.074,-0.33,1.0,4.0,3.0,24236.847,0.0,94.0,12.0
610,2014,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628,0.487,0.383,-1.255,1.0,1.279,4.0,-1.221,1.0,1.176,4.0,0.267,3.0,0.109,3.0,0.357,2.0,3.0,2.0,11.0,0.2,-0.593,-0.333,1.0,9.0,8.0,651.002,0.0,0.0,0.0
611,2014,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829,0.748,0.652,-0.629,1.0,2.123,4.0,-2.169,0.0,1.811,4.0,1.603,4.0,2.052,4.0,2.481,3.0,2.0,2.0,12.0,0.41,0.954,0.487,0.0,8.0,8.0,4842.437,0.0,0.0,0.0
612,2014,LY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.175,0.176,-1.803,1.0,1.403,4.0,-1.385,1.0,-0.042,4.0,0.638,3.0,0.219,3.0,0.247,2.0,6.0,6.0,1.0,-1.521,-1.518,-2.353,-77.0,-77.0,-77.0,6653.273,3.0,176.0,7.0
613,2014,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.236,0.17,1.012,3.0,-0.686,2.0,0.22,3.0,-0.833,3.0,-0.831,2.0,-0.603,3.0,-0.913,1.0,4.0,5.0,6.0,-0.305,-0.13,-0.446,5.0,1.0,-4.0,26770.24,27.0,47.0,12.0
614,2014,MG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.234,0.295,-1.261,1.0,1.138,4.0,-0.191,3.0,0.534,4.0,0.607,3.0,1.024,4.0,0.109,2.0,4.0,4.0,6.0,-0.843,-1.327,-0.557,0.0,6.0,6.0,3202.898,0.0,16.0,5.0
615,2014,ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557,0.338,0.338,0.252,2.0,0.131,3.0,1.462,4.0,-0.663,3.0,-0.045,2.0,-0.047,3.0,-0.843,1.0,4.0,5.0,6.0,-0.751,-1.088,-1.714,1.0,6.0,5.0,3514.472,1.0,16.0,0.0
616,2014,MM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.167,0.214,1.375,3.0,-0.391,2.0,1.079,4.0,-0.672,3.0,-0.383,2.0,-0.511,3.0,-1.572,1.0,6.0,6.0,1.0,-0.884,-1.301,-1.088,3.0,0.0,-3.0,26783.426,4.0,424.0,20.0
617,2014,MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.554,0.408,0.807,2.0,0.998,3.0,-1.518,1.0,1.625,4.0,1.054,3.0,0.33,3.0,1.412,3.0,2.0,1.0,12.0,-0.472,-0.429,0.792,0.0,10.0,10.0,2704.56,0.0,0.0,0.0
618,2014,MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.159,0.183,0.266,2.0,0.791,3.0,1.974,4.0,1.159,4.0,-1.537,1.0,-0.226,3.0,-1.308,1.0,5.0,6.0,4.0,-0.933,-0.991,-0.59,2.0,0.0,-2.0,1430.38,2.0,33.0,11.0
620,2014,MU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753,0.64,0.484,0.261,2.0,1.302,4.0,0.072,3.0,1.697,4.0,-1.055,2.0,-0.042,3.0,0.788,2.0,2.0,1.0,13.0,0.318,1.156,0.668,0.0,10.0,10.0,2860.976,0.0,0.0,0.0
622,2014,MW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.438,0.341,-0.984,1.0,1.28,4.0,-0.753,2.0,0.715,4.0,-0.426,2.0,0.772,4.0,0.718,2.0,4.0,3.0,9.0,-0.761,-0.66,0.081,0.0,6.0,6.0,2180.798,0.0,9.0,0.0
623,2014,MX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618,0.417,0.364,0.108,2.0,1.783,4.0,-1.202,1.0,1.32,4.0,1.023,3.0,1.992,4.0,1.731,3.0,3.0,3.0,6.0,-0.843,0.138,-0.854,0.0,8.0,8.0,201281.185,0.0,0.0,0.0
624,2014,MY,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.314,0.201,0.224,0.975,3.0,-0.02,3.0,0.874,4.0,0.597,4.0,-1.061,2.0,-0.18,3.0,-0.939,1.0,4.0,4.0,5.0,0.397,1.161,0.267,1.0,6.0,5.0,71904.677,0.0,0.0,0.0
625,2014,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635,0.492,0.459,0.489,2.0,-1.157,2.0,0.951,4.0,-0.587,3.0,-0.122,2.0,-0.549,3.0,-0.959,1.0,4.0,3.0,5.0,-0.695,-0.716,-1.176,1.0,7.0,6.0,2192.439,1.0,2.0,0.0
626,2014,NG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.539,0.392,0.36,-0.356,2.0,-0.27,3.0,-1.044,1.0,1.015,4.0,-0.047,2.0,0.941,4.0,-0.778,1.0,5.0,4.0,4.0,-1.284,-1.191,-2.13,0.0,4.0,4.0,84743.808,5.0,435.0,24.0
627,2014,NI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.128,0.194,0.586,2.0,-1.545,1.0,-1.222,1.0,-0.696,3.0,0.791,3.0,-0.793,3.0,0.679,2.0,3.0,4.0,7.0,-0.887,-0.84,-0.041,0.0,9.0,9.0,2971.298,0.0,0.0,0.0
628,2014,NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.879,0.83,0.607,-0.037,2.0,1.906,4.0,-1.265,1.0,1.357,4.0,1.813,4.0,2.151,4.0,2.059,3.0,1.0,1.0,15.0,1.961,1.836,1.045,0.0,10.0,10.0,81297.035,0.0,0.0,0.0
629,2014,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.891,0.858,0.642,-0.519,1.0,2.383,4.0,-0.893,2.0,1.576,4.0,2.073,4.0,2.016,4.0,2.629,3.0,1.0,1.0,16.0,2.223,1.822,1.12,0.0,10.0,10.0,31969.913,0.0,0.0,0.0
630,2014,NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624,0.492,0.305,-0.318,2.0,-0.657,2.0,-0.339,3.0,-0.289,3.0,-0.198,2.0,-1.159,2.0,-0.755,1.0,4.0,3.0,5.0,-0.589,-0.86,-0.725,0.0,6.0,6.0,6594.234,1.0,161.0,19.0
631,2014,NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.891,0.839,0.695,0.704,2.0,2.363,4.0,0.7,4.0,1.74,4.0,2.064,4.0,1.516,4.0,2.483,3.0,1.0,1.0,15.0,2.25,1.925,1.468,0.0,10.0,10.0,16584.511,0.0,0.0,0.0
632,2014,OM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.139,0.124,1.601,3.0,-2.094,1.0,1.236,4.0,-0.576,3.0,-1.988,1.0,-1.414,2.0,-1.823,0.0,5.0,6.0,4.0,0.305,0.263,0.735,8.0,0.0,-8.0,11410.98,0.0,0.0,0.0
633,2014,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744,0.552,0.476,0.369,2.0,1.378,4.0,-0.738,2.0,1.76,4.0,1.473,3.0,0.979,4.0,2.002,3.0,2.0,2.0,9.0,-0.37,0.281,0.209,0.0,9.0,9.0,8416.336,0.0,0.0,0.0
634,2014,PE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.814,0.679,0.583,-0.595,1.0,1.865,4.0,-0.882,2.0,1.401,4.0,2.075,4.0,1.511,4.0,2.168,3.0,3.0,2.0,8.0,-0.6,-0.327,-0.551,0.0,9.0,9.0,32800.83,0.0,0.0,0.0
635,2014,PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.333,0.261,-1.564,1.0,0.913,3.0,-1.489,1.0,1.009,4.0,0.623,3.0,0.874,4.0,0.981,2.0,3.0,4.0,7.0,-0.91,-0.615,-0.339,0.0,5.0,5.0,3034.354,0.0,0.0,0.0
636,2014,PH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552,0.433,0.378,-1.035,1.0,0.577,3.0,-0.981,2.0,0.199,4.0,-0.917,2.0,0.711,4.0,0.265,2.0,3.0,3.0,5.0,-0.439,0.324,-0.714,0.0,8.0,8.0,67280.285,0.0,0.0,0.0
637,2014,PK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.46,0.301,0.298,-0.151,2.0,-0.452,2.0,1.211,4.0,-1.046,4.0,-0.469,2.0,-0.385,3.0,0.76,2.0,5.0,4.0,4.0,-0.839,-0.758,-2.401,0.0,7.0,7.0,87808.984,6.0,2346.0,15.0
638,2014,PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.809,0.627,-1.172,1.0,2.275,4.0,-1.149,1.0,1.835,4.0,2.391,4.0,2.047,4.0,1.982,3.0,1.0,1.0,13.0,0.682,0.768,0.843,0.0,10.0,10.0,91917.805,0.0,0.0,0.0
639,2014,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.836,0.645,-0.643,1.0,1.67,4.0,-0.881,2.0,1.928,4.0,2.054,4.0,2.33,4.0,2.508,3.0,1.0,1.0,15.0,0.91,0.984,0.806,0.0,10.0,10.0,28212.659,0.0,0.0,0.0
640,2014,QA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.094,0.028,2.19,3.0,-1.793,1.0,1.844,4.0,-0.608,3.0,-2.63,0.0,-1.612,2.0,-1.966,0.0,5.0,6.0,4.0,0.984,0.941,0.977,10.0,0.0,-10.0,24193.685,0.0,0.0,0.0
641,2014,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676,0.567,0.469,-0.701,1.0,1.642,4.0,-1.425,1.0,1.013,4.0,1.401,3.0,1.696,4.0,2.477,3.0,2.0,2.0,12.0,-0.224,0.226,0.049,0.0,9.0,9.0,33334.3,0.0,0.0,0.0
642,2014,RS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.449,0.362,0.301,-0.549,1.0,0.742,3.0,-1.515,1.0,1.306,4.0,0.038,3.0,0.449,4.0,0.827,2.0,2.0,2.0,10.0,-0.247,-0.002,0.184,1.0,9.0,8.0,9331.3,0.0,0.0,0.0
643,2014,RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.27,0.114,0.164,1.302,3.0,-0.502,2.0,-0.047,3.0,0.215,4.0,-1.555,1.0,-0.879,3.0,-1.067,1.0,6.0,6.0,2.0,-0.919,-0.188,-0.944,1.0,5.0,4.0,381366.339,0.0,0.0,0.0
644,2014,RW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.141,0.194,1.45,3.0,-1.511,1.0,0.357,4.0,1.07,3.0,-1.792,1.0,-1.419,2.0,-1.303,1.0,6.0,6.0,3.0,0.776,-0.049,-0.313,3.0,0.0,-3.0,2232.05,0.0,4.0,0.0
645,2014,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.049,0.021,1.301,3.0,-2.054,1.0,0.734,4.0,-1.239,2.0,-2.452,1.0,-1.044,3.0,-1.977,0.0,7.0,7.0,2.0,0.082,0.206,-0.286,10.0,0.0,-10.0,120713.655,0.0,0.0,0.0
646,2014,SB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.567,0.44,0.326,-3.057,0.0,1.845,4.0,-2.096,0.0,1.16,4.0,2.009,4.0,1.246,4.0,1.672,3.0,3.0,3.0,8.0,-0.267,-1.123,0.47,1.0,9.0,8.0,148.295,0.0,0.0,0.0
647,2014,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.076,0.09,0.477,2.0,-2.942,0.0,-0.322,3.0,-1.969,1.0,-1.782,1.0,-1.441,2.0,-1.099,1.0,7.0,7.0,0.0,-1.463,-1.557,-2.363,4.0,0.0,-4.0,16347.742,17.0,130.0,27.0
648,2014,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921,0.893,0.664,-0.604,1.0,2.161,4.0,-1.24,1.0,1.868,4.0,2.926,4.0,2.116,4.0,1.912,3.0,1.0,1.0,16.0,2.111,1.682,1.065,0.0,10.0,10.0,46481.02,0.0,0.0,0.0
649,2014,SG,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.335,0.111,1.582,3.0,-0.55,2.0,2.254,4.0,1.387,4.0,-1.371,1.0,-0.45,3.0,-1.37,1.0,4.0,4.0,7.0,2.068,2.175,1.186,4.0,2.0,-2.0,37701.019,0.0,0.0,0.0
650,2014,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.865,0.797,0.696,-1.079,1.0,2.295,4.0,-2.305,0.0,1.821,4.0,1.878,4.0,2.029,4.0,2.536,3.0,1.0,1.0,14.0,0.722,1.001,0.966,0.0,10.0,10.0,6551.257,0.0,0.0,0.0
651,2014,SL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513,0.316,0.343,-1.126,1.0,0.93,3.0,1.44,4.0,0.369,4.0,1.534,4.0,1.3,4.0,0.01,2.0,3.0,3.0,9.0,-0.948,-1.253,-0.104,1.0,8.0,7.0,1263.773,0.0,1.0,2.0
652,2014,SN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713,0.575,0.373,-0.762,1.0,0.972,3.0,-0.073,3.0,1.029,4.0,-0.169,2.0,1.581,4.0,-0.709,1.0,2.0,2.0,10.0,0.059,-0.408,-0.198,0.0,7.0,7.0,4145.371,2.0,56.0,6.0
653,2014,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.475,0.415,-1.349,1.0,2.13,4.0,-2.886,0.0,1.858,4.0,1.991,4.0,1.639,4.0,2.271,3.0,3.0,2.0,8.0,-0.375,-0.028,-0.025,0.0,8.0,8.0,3418.347,0.0,0.0,0.0
654,2014,TD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.092,0.129,-0.164,2.0,-1.318,2.0,1.832,4.0,-1.622,2.0,-0.631,2.0,-0.773,3.0,-2.32,0.0,6.0,7.0,2.0,-1.329,-1.51,-1.569,3.0,1.0,-2.0,2824.071,2.0,5.0,0.0
655,2014,TG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.28,0.2,1.212,3.0,-0.832,2.0,1.979,4.0,-1.079,2.0,-1.35,1.0,1.239,4.0,0.533,2.0,4.0,4.0,7.0,-0.9,-1.271,-0.167,3.0,1.0,-2.0,1160.111,0.0,8.0,2.0
656,2014,TH,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.115,0.071,1.183,3.0,-0.804,2.0,0.483,4.0,0.219,4.0,-1.238,1.0,-0.839,3.0,-1.168,1.0,5.0,6.0,5.0,-0.481,0.268,-0.906,3.0,0.0,-3.0,107479.304,22.0,206.0,9.0
657,2014,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201,0.054,0.058,0.891,3.0,-1.718,1.0,0.432,4.0,-1.68,2.0,-1.358,1.0,-1.755,2.0,-2.397,0.0,6.0,6.0,3.0,-1.132,-0.787,-0.693,4.0,1.0,-3.0,2822.861,0.0,0.0,0.0
658,2014,TL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631,0.471,0.344,-1.383,1.0,2.131,4.0,-1.362,1.0,1.106,4.0,0.109,3.0,1.222,4.0,1.372,3.0,3.0,3.0,7.0,-0.53,-1.214,-0.18,1.0,9.0,8.0,414.453,0.0,0.0,0.0
659,2014,TM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.026,0.031,2.121,3.0,-2.791,0.0,1.875,4.0,-2.548,1.0,-2.597,1.0,-2.999,1.0,-2.981,0.0,7.0,7.0,0.0,-1.177,-0.507,0.074,8.0,0.0,-8.0,11317.556,0.0,0.0,0.0
660,2014,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745,0.632,0.426,1.049,3.0,1.023,3.0,-0.544,2.0,0.99,4.0,1.917,4.0,1.388,4.0,1.306,3.0,3.0,1.0,9.0,-0.019,-0.064,-0.852,0.0,7.0,7.0,12629.289,0.0,115.0,10.0
661,2014,TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423,0.263,0.287,1.26,3.0,-2.131,1.0,1.205,4.0,-1.228,2.0,-1.973,1.0,-1.711,2.0,-1.087,1.0,4.0,3.0,7.0,-0.134,0.394,-1.086,1.0,4.0,3.0,170791.496,0.0,0.0,0.0
662,2014,TW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.809,0.687,0.61,-0.395,2.0,0.861,3.0,-1.09,1.0,1.047,4.0,0.629,3.0,0.702,4.0,1.149,2.0,2.0,1.0,14.0,0.802,1.363,0.766,0.0,10.0,10.0,115425.781,0.0,0.0,0.0
663,2014,TZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.402,0.309,0.78,2.0,1.101,3.0,1.157,4.0,0.766,4.0,0.691,3.0,0.806,4.0,-0.555,1.0,3.0,3.0,9.0,-0.761,-0.658,-0.597,3.0,2.0,-1.0,11648.061,0.0,13.0,3.0
664,2014,UA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.211,0.282,-0.717,1.0,0.638,3.0,-1.104,1.0,0.302,4.0,-0.156,2.0,0.65,4.0,0.691,2.0,3.0,3.0,6.0,-1.024,-0.397,-2.021,1.0,5.0,4.0,46126.777,0.0,0.0,0.0
665,2014,UG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.251,0.229,1.003,3.0,-0.317,3.0,0.176,3.0,-0.495,3.0,-1.418,1.0,-0.249,3.0,-1.382,1.0,5.0,6.0,5.0,-1.097,-0.543,-0.941,2.0,1.0,-1.0,7553.002,2.0,13.0,9.0
666,2014,US,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9,0.848,0.655,0.76,2.0,1.615,4.0,-0.335,3.0,1.946,4.0,0.239,3.0,0.752,4.0,2.264,3.0,1.0,1.0,14.0,1.372,1.462,0.582,0.0,10.0,10.0,1893336.421,0.0,0.0,0.0
667,2014,UY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905,0.829,0.768,1.777,3.0,1.664,4.0,2.202,4.0,1.236,4.0,1.773,4.0,2.027,4.0,2.44,3.0,1.0,1.0,15.0,1.388,0.429,0.992,0.0,10.0,10.0,7200.417,0.0,0.0,0.0
